,Course,College,Graduated,SCHOOL,Pr1,Pr2,Pr3,Pr4,Pr5,Oapr
810,BS ENVIRONMENTAL ENGINEERING,COE,1,CLARET COLLEGE OF ISABELA,93.41,71.99,72.66,34.54,91.68,87.64
811,BS ENVIRONMENTAL ENGINEERING,COE,1,MARIAN COLLEGE,76.83,90.94,51.68,34.54,53.29,73.34
812,BS ENVIRONMENTAL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,96.52,99.7,89.19,94.54,97.87,97.8
813,BS ENVIRONMENTAL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,83.47,48.4,91.97,84.63,33.69,81.43
814,BS ENVIRONMENTAL ENGINEERING,COE,1,SIOCON NATIONAL HIGH SCHOOL,86.35,71.99,59.25,92.22,72.9,84.88
815,BS ENVIRONMENTAL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,96.52,94.82,89.19,93.38,95.65,96.9
816,BS ENVIRONMENTAL ENGINEERING,COE,1,SOUTHERN CITY COLLEGES,74.8,54.75,72.66,92.22,9.69,71.42
817,BS ENVIRONMENTAL ENGINEERING,COE,1,NOTRE DAME OF BONGAO,89.71,66.85,80.93,79.96,63.1,86.26
818,BS ENVIRONMENTAL ENGINEERING,COE,1,CULIANAN NATIONAL HIGH SCHOOL,61.05,71.99,59.25,89.31,79.78,74.25
819,BS ENVIRONMENTAL ENGINEERING,COE,1,PILAR COLLEGE,63.53,54.75,66.81,44.18,79.78,65.83
820,BS ENVIRONMENTAL ENGINEERING,COE,1,NOTRE DAME OF BONGAO,89.71,66.85,80.93,79.96,63.1,86.26
821,BS ENVIRONMENTAL ENGINEERING,COE,1,BALIWASAN SENIOR HIGH SCHOOL WEST,55.84,61.11,76.79,63.45,63.1,65.83
822,BS ENVIRONMENTAL ENGINEERING,COE,1,FERNDALE INTERNATIONAL SCHOOL,74.8,77.12,80.93,44.18,87.72,79.72
823,BS ENVIRONMENTAL ENGINEERING,COE,1,CULIANAN NATIONAL HIGH SCHOOL,61.05,71.99,59.25,89.31,79.78,74.25
824,BS ENVIRONMENTAL ENGINEERING,COE,1,CLARET COLLEGE OF ISABELA,93.41,71.99,72.66,34.54,91.68,87.64
825,BS FORESTRY,CFES,1,TALISAYAN NATIONAL HIGH SCHOOL,74.8,54.75,89.19,44.18,43.49,72.43
826,BS FORESTRY,CFES,1,SYSTEM TECHNOLOGY INSTITUTE,66.01,48.4,51.68,53.82,79.78,64.72
827,BS FORESTRY,CFES,1,SYSTEM TECHNOLOGY INSTITUTE,66.01,48.4,51.68,53.82,79.78,64.72
828,BS FORESTRY,CFES,1,CULIANAN NATIONAL HIGH SCHOOL,72.78,82.26,66.81,18.16,53.29,69.19
829,BS FORESTRY,CFES,1,UNIVERSIDAD DE ZAMBOANGA,49.95,42.05,66.81,70.61,87.72,63.6
830,BS FORESTRY,CFES,1,SYSTEM TECHNOLOGY INSTITUTE,70.75,61.11,85.06,24.91,53.29,69.19
831,BS FORESTRY,CFES,1,SISTERS OF MARY GIRLSTOWN SCHOOL,52.9,42.05,72.66,95.71,63.1,70.3
832,BS FORESTRY,CFES,1,CLARET COLLEGE OF ISABELA,68.5,77.12,59.25,14.31,63.1,64.72
833,BS FORESTRY,CFES,1,CLARET COLLEGE OF ISABELA,68.5,77.12,59.25,14.31,63.1,64.72
834,BS FORESTRY,CFES,1,NONE,83.47,94.82,94.84,24.91,79.78,87.64
835,BS FORESTRY,CFES,1,NONE,52.9,92.88,76.79,44.18,53.29,69.19
836,BS FORESTRY,CFES,1,FERNDALE INTERNATIONAL SCHOOL,49.95,66.85,80.93,44.18,43.49,61.37
837,BS FORESTRY,CFES,1,UNIVERSIDAD DE ZAMBOANGA,49.95,42.05,66.81,70.61,87.72,63.6
838,BS FORESTRY,CFES,1,WESTERN MINDANAO STATE UNIVERSITY,66.01,66.85,44.12,44.18,87.72,68.07
839,BS FORESTRY,CFES,1,SIRAWAI NATIONAL HIGH SCHOOL,70.75,92.88,51.68,34.54,53.29,71.42
840,BS FORESTRY,CFES,1,JOSE RIZAL MEMORIAL STATE UNIVERSITY,70.75,82.26,66.81,14.31,20.6,62.48
841,BS FORESTRY,CFES,1,SOUTHERN CITY COLLEGES,52.9,42.05,91.97,63.45,79.78,68.07
842,BS FORESTRY,CFES,1,SYSTEM TECHNOLOGY INSTITUTE,70.75,61.11,85.06,24.91,53.29,69.19
843,BS FORESTRY,CFES,1,TALISAYAN NATIONAL HIGH SCHOOL,74.8,54.75,89.19,44.18,43.49,72.43
844,BS FORESTRY,CFES,1,SOUTHERN CITY COLLEGES,41.05,71.99,85.06,44.18,43.49,60.09
845,BS FORESTRY,CFES,1,SIRAWAI NATIONAL HIGH SCHOOL,70.75,92.88,51.68,34.54,53.29,71.42
846,BS FORESTRY,CFES,1,CULIANAN NATIONAL HIGH SCHOOL,72.78,82.26,66.81,18.16,53.29,69.19
847,BS FORESTRY,CFES,1,AMA COMPUTER COLLEGE,70.75,90.94,51.68,79.96,83.75,79.72
848,BS FORESTRY,CFES,1,SOUTHERN CITY COLLEGES,41.05,71.99,85.06,44.18,43.49,60.09
849,BS FORESTRY,CFES,1,CONCEPCION NATIONAL HIGH SCHOOL,70.75,82.26,18.75,89.31,53.29,71.42
850,AB POLITICAL SCIENCE,CLA,1,BALIWASAN SENIOR HIGH SCHOOL - WEST,96.08,92.88,91.97,63.45,53.29,92.9
851,AB POLITICAL SCIENCE,CLA,1,BALIWASAN SENIOR HIGH SCHOOL - WEST,88.66,61.11,80.93,44.18,95.65,85.57
852,AB POLITICAL SCIENCE,CLA,1,WESTERN MINDANAO STATE UNIVERSITY,93.41,92.88,66.81,70.61,87.72,91.08
853,AB POLITICAL SCIENCE,CLA,1,SOUTHERN CITY COLLEGES,87.6,61.11,29.96,24.91,72.9,72.43
854,AB POLITICAL SCIENCE,CLA,1,WESTERN MINDANAO STATE UNIVERSITY,93.41,92.88,66.81,70.61,87.72,91.08
855,AB POLITICAL SCIENCE,CLA,1,BALIWASAN SENIOR HIGH SCHOOL - WEST,87.6,92.88,66.81,89.31,63.1,88.22
856,AB POLITICAL SCIENCE,CLA,1,ATENEO DE ZAMBOANGA UNIVERSITY,94.81,90.94,66.81,93.38,53.29,92.03
857,AB POLITICAL SCIENCE,CLA,1,PILAR COLLEGE,89.71,87.4,91.97,53.82,79.78,89.17
858,AB POLITICAL SCIENCE,CLA,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,96.08,98.7,98.86,18.16,91.68,95.98
859,AB POLITICAL SCIENCE,CLA,1,BALIWASAN SENIOR HIGH SCHOOL - WEST,88.66,61.11,80.93,44.18,95.65,85.57
860,AB POLITICAL SCIENCE,CLA,1,ATENEO DE ZAMBOANGA UNIVERSITY,52.9,92.88,80.93,75.28,63.1,75.16
861,AB POLITICAL SCIENCE,CLA,1,ST. MARY'S COLLEGE OF LABASON,58.56,77.12,80.93,79.96,53.29,73.34
862,AB POLITICAL SCIENCE,CLA,1,ATENEO DE ZAMBOANGA UNIVERSITY,52.9,92.88,80.93,75.28,63.1,75.16
863,AB POLITICAL SCIENCE,CLA,1,SOUTHERN CITY COLLEGES,82.02,71.99,96.28,75.28,15.15,82.12
864,AB POLITICAL SCIENCE,CLA,1,PILAR COLLEGE,84.91,54.75,59.25,70.61,43.49,75.16
865,AB POLITICAL SCIENCE,CLA,1,PILAR COLLEGE,76.83,61.11,51.68,53.82,33.69,66.95
866,AB POLITICAL SCIENCE,CLA,1,SOUTHERN CITY COLLEGES,55.84,77.12,66.81,44.18,53.29,63.6
867,AB POLITICAL SCIENCE,CLA,1,"GLOBAL TECHNICAL SCHOOL OF ZAMBOANGA, INC",52.9,66.85,66.81,89.31,79.78,71.42
868,AB POLITICAL SCIENCE,CLA,1,ST. MARY'S COLLEGE OF LABASON,58.56,77.12,80.93,79.96,53.29,73.34
869,AB POLITICAL SCIENCE,CLA,1,SOUTHERN CITY COLLEGES,55.84,77.12,66.81,44.18,53.29,63.6
870,AB POLITICAL SCIENCE,CLA,1,ATENEO DE ZAMBOANGA UNIVERSITY,94.81,90.94,66.81,93.38,53.29,92.03
871,AB POLITICAL SCIENCE,CLA,1,PILAR COLLEGE,89.71,87.4,91.97,53.82,79.78,89.17
872,AB POLITICAL SCIENCE,CLA,1,PILAR COLLEGE,84.91,54.75,59.25,70.61,43.49,75.16
873,AB POLITICAL SCIENCE,CLA,1,CLARET HIGH SCHOOL ZAMBOANGA,61.05,87.4,66.81,89.31,63.1,76.07
874,AB POLITICAL SCIENCE,CLA,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,96.08,98.7,98.86,18.16,91.68,95.98
875,BS PHYSICS,CSM,1,NONE,74.8,82.26,66.81,18.16,72.9,72.43
876,BS PHYSICS,CSM,1,SYSTEM TECHNOLOGY INSTITUTE,96.08,92.88,96.28,97.95,99.28,98.56
877,BS PHYSICS,CSM,1,PILAR COLLEGE,76.83,71.99,59.25,75.28,72.9,76.98
878,BS PHYSICS,CSM,1,NONE,76.83,82.26,66.81,99.2,83.75,90.13
879,BS PHYSICS,CSM,1,NONE,82.02,35.7,72.66,92.22,91.68,82.81
880,BS PHYSICS,CSM,1,NONE,76.83,82.26,66.81,99.2,83.75,90.13
881,BS PHYSICS,CSM,1,AMA COMPUTER COLLEGE,44.05,77.12,91.97,44.18,53.29,65.83
882,BS PHYSICS,CSM,1,AMA COMPUTER COLLEGE,44.05,77.12,91.97,44.18,53.29,65.83
883,BS PHYSICS,CSM,1,WESTERN MINDANAO STATE UNIVERSITY,88.66,77.12,99.43,97.95,79.78,95.98
884,BS PHYSICS,CSM,1,ZAMBOANGA DEL SUR NATIONAL HIGH SCHOOL,96.52,92.88,93.41,97.62,95.65,97.8
885,BS PHYSICS,CSM,1,WESTERN MINDANAO STATE UNIVERSITY,95.51,90.94,93.41,94.54,72.9,95.73
886,BS PHYSICS,CSM,1,MINDANAO STATE UNIVERSITY - TAWI-TAWI,99.64,82.26,80.93,79.96,43.49,95.73
887,BS PHYSICS,CSM,1,WESTERN MINDANAO STATE UNIVERSITY,96.08,92.88,93.41,98.97,95.65,98.18
888,BS PHYSICS,CSM,1,AYALA NATIONAL HIGH SCHOOL,89.71,96.76,93.41,84.63,83.75,93.85
889,BS PHYSICS,CSM,1,MINDANAO STATE UNIVERSITY - TAWI-TAWI,99.64,82.26,80.93,79.96,43.49,95.73
890,BS PHYSICS,CSM,1,PILAR COLLEGE,76.83,71.99,59.25,75.28,72.9,76.98
891,BS PHYSICS,CSM,1,LILOY NATIONAL HIGH SCHOOL,89.71,92.88,72.66,89.31,95.65,92.51
892,BS PHYSICS,CSM,1,NONE,74.8,82.26,66.81,18.16,72.9,72.43
893,BS PHYSICS,CSM,1,ZAMBOANGA DEL SUR NATIONAL HIGH SCHOOL,96.52,92.88,93.41,97.62,95.65,97.8
894,BS PHYSICS,CSM,1,WESTERN MINDANAO STATE UNIVERSITY,91.83,92.88,97.72,70.61,83.75,93.85
895,BS PHYSICS,CSM,1,WESTERN MINDANAO STATE UNIVERSITY,88.66,77.12,99.43,97.95,79.78,95.98
896,BS PHYSICS,CSM,1,SOUTHERN CITY COLLEGES,55.84,48.4,59.25,84.63,63.1,64.72
897,BS PHYSICS,CSM,1,SOUTHERN CITY COLLEGES,55.84,48.4,59.25,84.63,63.1,64.72
898,BS PHYSICS,CSM,1,WESTERN MINDANAO STATE UNIVERSITY,95.51,90.94,93.41,94.54,72.9,95.73
899,BS PHYSICS,CSM,1,AYALA NATIONAL HIGH SCHOOL,89.71,96.76,93.41,84.63,83.75,93.85
900,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,1,SYSTEM TECHNOLOGY INSTITUTE,92.71,66.85,80.93,89.31,87.72,91.08
901,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,1,WESTERN MINDANAO STATE UNIVERSITY,97.39,87.4,85.06,75.28,91.68,95.1
902,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,1,WESTERN MINDANAO STATE UNIVERSITY,74.8,94.82,94.84,89.31,79.78,89.65
903,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,1,WESTERN MINDANAO STATE UNIVERSITY,89.71,54.75,89.19,53.82,87.72,86.26
904,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,1,NONE,88.66,96.76,94.84,44.18,79.78,91.08
905,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,1,WESTERN MINDANAO STATE UNIVERSITY,89.71,54.75,89.19,53.82,87.72,86.26
906,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,1,DIPLAHAN NATIONAL HIGH SCHOOL,91.83,82.26,93.41,63.45,87.72,91.56
907,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,1,PILAR COLLEGE,96.95,87.4,89.19,10.45,53.29,89.17
908,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,1,TUNGAWAN - ESU,90.77,82.26,76.79,34.54,95.65,88.22
909,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,1,WESTERN MINDANAO STATE UNIVERSITY,90.77,82.26,85.06,70.61,99.28,92.9
910,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,1,JOSE RIZAL MEMORIAL STATE UNIVERSITY,93.41,92.88,80.93,75.28,63.1,91.08
911,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,1,TUNGAWAN - ESU,90.77,82.26,76.79,34.54,95.65,88.22
912,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,1,WESTERN MINDANAO STATE UNIVERSITY,97.39,87.4,85.06,75.28,91.68,95.1
913,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,1,DIPLAHAN NATIONAL HIGH SCHOOL,91.83,82.26,93.41,63.45,87.72,91.56
914,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,1,SIAY NATIONAL HIGH SCHOOL,88.66,87.4,98.58,63.45,53.29,90.13
915,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,1,WESTERN MINDANAO STATE UNIVERSITY,93.41,92.88,66.81,75.28,79.78,90.6
916,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,1,PILAR COLLEGE,96.95,87.4,89.19,10.45,53.29,89.17
917,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,1,IPIL-ESU,95.51,48.4,80.93,75.28,72.9,88.7
918,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,1,SIAY NATIONAL HIGH SCHOOL,88.66,87.4,98.58,63.45,53.29,90.13
919,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,1,WESTERN MINDANAO STATE UNIVERSITY,93.41,92.88,66.81,75.28,79.78,90.6
920,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,1,WESTERN MINDANAO STATE UNIVERSITY,74.8,94.82,94.84,89.31,79.78,89.65
921,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,1,WESTERN MINDANAO STATE UNIVERSITY,96.08,99.7,93.41,53.82,83.75,95.42
922,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,1,JOSE RIZAL MEMORIAL STATE UNIVERSITY,93.41,92.88,80.93,75.28,63.1,91.08
923,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,1,NONE,88.66,96.76,94.84,44.18,79.78,91.08
924,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,1,SYSTEM TECHNOLOGY INSTITUTE,92.71,66.85,80.93,89.31,87.72,91.08
925,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,1,BASILAN NATIONAL HIGH SCHOOL,87.6,82.26,59.25,18.16,79.78,79.72
926,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,1,BALIWASAN SENIOR HIGH SCHOOL - WEST,70.75,66.85,72.66,24.91,63.1,68.07
927,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,1,SOUTHERN CITY COLLEGES,55.84,87.4,59.25,24.91,72.9,64.72
928,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,1,ZAMBOANGA CITY HIGH SCHOOL,72.78,90.94,44.12,79.96,63.1,76.98
929,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,1,PILAR COLLEGE,70.75,87.4,59.25,84.63,83.75,80.63
930,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,1,MERCEDES NATIONAL HIGH SCHOOL,80.58,82.26,80.93,44.18,79.78,81.43
931,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,1,CURUAN NATIONAL HIGH SCHOOL,86.35,82.26,51.68,34.54,72.9,78.81
932,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,1,SAINT JOSEPH SCHOOL,80.58,77.12,59.25,84.63,53.29,79.72
933,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,1,CULIANAN NATIONAL HIGH SCHOOL,72.78,77.12,91.97,75.28,53.29,80.63
934,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,1,PILAR COLLEGE,80.58,71.99,72.66,70.61,91.68,82.81
935,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,1,BALIWASAN SENIOR HIGH SCHOOL - WEST,70.75,71.99,72.66,70.61,83.75,76.98
936,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,1,AYALA NATIONAL HIGH SCHOOL,76.83,61.11,76.79,14.31,63.1,69.19
937,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,1,ZAMBOANGA CITY HIGH SCHOOL,70.75,82.26,85.06,18.16,43.49,71.42
938,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,1,BUNGUIAO NATIONAL HIGH SCHOOL,87.6,35.7,51.68,75.28,83.75,78.81
939,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,1,BASILAN NATIONAL HIGH SCHOOL,87.6,82.26,59.25,18.16,79.78,79.72
940,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,1,BALIWASAN SENIOR HIGH SCHOOL - WEST,70.75,66.85,72.66,24.91,63.1,68.07
941,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,1,SOUTHERN CITY COLLEGES,55.84,87.4,59.25,24.91,72.9,64.72
942,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,1,ZAMBOANGA CITY HIGH SCHOOL,72.78,90.94,44.12,79.96,63.1,76.98
943,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,1,PILAR COLLEGE,70.75,87.4,59.25,84.63,83.75,80.63
944,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,1,MERCEDES NATIONAL HIGH SCHOOL,80.58,82.26,80.93,44.18,79.78,81.43
945,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,1,CURUAN NATIONAL HIGH SCHOOL,86.35,82.26,51.68,34.54,72.9,78.81
946,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,1,SAINT JOSEPH SCHOOL,80.58,77.12,59.25,84.63,53.29,79.72
947,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,1,CULIANAN NATIONAL HIGH SCHOOL,72.78,77.12,91.97,75.28,53.29,80.63
948,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,1,PILAR COLLEGE,80.58,71.99,72.66,70.61,91.68,82.81
949,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,1,BALIWASAN SENIOR HIGH SCHOOL - WEST,70.75,71.99,72.66,70.61,83.75,76.98
950,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,1,AYALA NATIONAL HIGH SCHOOL,76.83,61.11,76.79,14.31,63.1,69.19
951,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,1,ZAMBOANGA CITY HIGH SCHOOL,70.75,82.26,85.06,18.16,43.49,71.42
952,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,1,BUNGUIAO NATIONAL HIGH SCHOOL,87.6,35.7,51.68,75.28,83.75,78.81
953,BACHELOR AGRI-BUSINESS,College of Agriculture,1,AYALA NATIONAL HIGH SCHOOL,70.75,66.85,24.36,24.91,72.9,61.37
954,BACHELOR AGRI-BUSINESS,College of Agriculture,1,COLEGIO DE LA CIUDAD DE ZAMBOANGA,55.84,48.4,59.25,70.61,63.1,61.37
955,BACHELOR AGRI-BUSINESS,College of Agriculture,1,TALISAYAN NATIONAL HIGH SCHOOL,72.78,94.82,80.93,79.96,72.9,84.19
956,BACHELOR AGRI-BUSINESS,College of Agriculture,1,TALISAYAN NATIONAL HIGH SCHOOL,72.78,94.82,80.93,79.96,72.9,84.19
957,BACHELOR AGRI-BUSINESS,College of Agriculture,1,AYALA NATIONAL HIGH SCHOOL,70.75,66.85,24.36,24.91,72.9,61.37
958,BACHELOR AGRI-BUSINESS,College of Agriculture,1,MARCELO SPINOLA SCHOOL,72.78,87.4,76.79,53.82,79.78,78.81
959,BACHELOR AGRI-BUSINESS,College of Agriculture,1,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,76.83,82.26,59.25,70.61,91.68,81.43
960,BACHELOR AGRI-BUSINESS,College of Agriculture,1,AYALA NATIONAL HIGH SCHOOL,61.05,30.03,66.81,63.45,63.1,60.09
961,BACHELOR AGRI-BUSINESS,College of Agriculture,1,COMPUTER TECHNOLOGY INSTITUTE,83.47,66.85,44.12,14.31,20.6,63.6
962,BACHELOR AGRI-BUSINESS,College of Agriculture,1,LIMAONG NATIONAL HIGH SCHOOL,82.02,82.26,44.12,24.91,26.06,69.19
963,BACHELOR AGRI-BUSINESS,College of Agriculture,1,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,76.83,82.26,59.25,70.61,91.68,81.43
964,BACHELOR AGRI-BUSINESS,College of Agriculture,1,SYSTEM TECHNOLOGY INSTITUTE,49.95,71.99,76.79,70.61,63.1,66.95
965,BACHELOR AGRI-BUSINESS,College of Agriculture,1,COMPUTER TECHNOLOGY INSTITUTE,47.0,77.12,72.66,63.45,33.69,61.37
966,BACHELOR AGRI-BUSINESS,College of Agriculture,1,SYSTEM TECHNOLOGY INSTITUTE,63.53,48.4,66.81,92.22,79.78,73.34
967,BACHELOR AGRI-BUSINESS,College of Agriculture,1,MARCELO SPINOLA SCHOOL,83.47,87.4,80.93,53.82,63.1,82.81
968,BACHELOR AGRI-BUSINESS,College of Agriculture,1,SYSTEM TECHNOLOGY INSTITUTE,63.53,48.4,66.81,92.22,79.78,73.34
969,BACHELOR AGRI-BUSINESS,College of Agriculture,1,MARCELO SPINOLA SCHOOL,83.47,87.4,80.93,53.82,63.1,82.81
970,BACHELOR AGRI-BUSINESS,College of Agriculture,1,COMPUTER TECHNOLOGY INSTITUTE,47.0,77.12,72.66,63.45,33.69,61.37
971,BACHELOR AGRI-BUSINESS,College of Agriculture,1,AYALA NATIONAL HIGH SCHOOL,61.05,30.03,66.81,63.45,63.1,60.09
972,BACHELOR AGRI-BUSINESS,College of Agriculture,1,COMPUTER TECHNOLOGY INSTITUTE,83.47,66.85,44.12,14.31,20.6,63.6
973,BACHELOR AGRI-BUSINESS,College of Agriculture,1,AMA COMPUTER COLLEGE,52.9,61.11,44.12,53.82,79.78,60.09
974,BACHELOR AGRI-BUSINESS,College of Agriculture,1,MARCELO SPINOLA SCHOOL,72.78,87.4,76.79,53.82,79.78,78.81
975,BACHELOR AGRI-BUSINESS,College of Agriculture,1,RAMON ENRIQUEZ NATIONAL HIGH SCHOOL,74.8,25.06,93.41,44.18,79.78,73.34
976,BACHELOR AGRI-BUSINESS,College of Agriculture,1,COLEGIO DE LA CIUDAD DE ZAMBOANGA,55.84,48.4,59.25,70.61,63.1,61.37
977,BACHELOR AGRI-BUSINESS,College of Agriculture,1,AMA COMPUTER COLLEGE,52.9,61.11,44.12,53.82,79.78,60.09
978,BS GEODETIC ENGINEERING,COE,1,DON RAMON ENRIQUEZ MEMORIAL HIGH SCHOOL,41.05,90.94,76.79,79.96,79.78,72.43
979,BS GEODETIC ENGINEERING,COE,1,DON RAMON ENRIQUEZ MEMORIAL HIGH SCHOOL,41.05,90.94,76.79,79.96,79.78,72.43
980,BS GEODETIC ENGINEERING,COE,1,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,94.11,66.85,13.15,44.18,63.1,77.9
981,BS GEODETIC ENGINEERING,COE,1,NONE,66.01,61.11,76.79,75.28,72.9,73.34
982,BS GEODETIC ENGINEERING,COE,1,MSU - TAWI-TAWI COLLEGE OF TECHNOLOGY & OCEANOGRAPHY,76.83,77.12,76.79,95.71,83.75,86.95
983,BS GEODETIC ENGINEERING,COE,1,MINDANAO STATE UNIVERSITY - BUUG CAMPUS,83.47,61.11,80.93,95.71,83.75,88.22
984,BS GEODETIC ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,97.39,94.82,93.41,97.62,91.68,98.05
985,BS GEODETIC ENGINEERING,COE,1,NONE,80.58,87.4,59.25,70.61,63.1,79.72
986,BS GEODETIC ENGINEERING,COE,1,MSU - TAWI-TAWI COLLEGE OF TECHNOLOGY & OCEANOGRAPHY,80.58,61.11,44.12,96.87,63.1,81.43
987,BS GEODETIC ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,95.51,94.82,72.66,89.31,87.72,94.48
988,BS GEODETIC ENGINEERING,COE,1,KABASALAN SCIENCE & TECHNOLOGY HIGH SCHOOL,94.81,66.85,89.19,98.29,91.68,95.98
989,BS GEODETIC ENGINEERING,COE,1,FILIPINO-TURKISH TOLERANCE HIGH SCHOOL,84.91,94.82,89.19,70.61,63.1,88.22
990,BS GEODETIC ENGINEERING,COE,1,ZAMBOANGA CHONG HUA HIGH SCHOOL,94.81,82.26,94.84,99.83,95.65,98.43
991,BS GEODETIC ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,66.01,71.99,72.66,97.95,83.75,84.19
992,BS GEODETIC ENGINEERING,COE,1,KABASALAN SCIENCE & TECHNOLOGY HIGH SCHOOL,94.81,66.85,89.19,98.29,91.68,95.98
993,BS GEODETIC ENGINEERING,COE,1,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,94.11,66.85,13.15,44.18,63.1,77.9
994,BS GEODETIC ENGINEERING,COE,1,MINDANAO STATE UNIVERSITY - BUUG CAMPUS,83.47,61.11,80.93,95.71,83.75,88.22
995,BS GEODETIC ENGINEERING,COE,1,MSU - TAWI-TAWI COLLEGE OF TECHNOLOGY & OCEANOGRAPHY,80.58,61.11,44.12,96.87,63.1,81.43
996,BS GEODETIC ENGINEERING,COE,1,NONE,80.58,87.4,59.25,70.61,63.1,79.72
997,BS GEODETIC ENGINEERING,COE,1,NONE,66.01,61.11,76.79,75.28,72.9,73.34
998,BS GEODETIC ENGINEERING,COE,1,MSU - TAWI-TAWI COLLEGE OF TECHNOLOGY & OCEANOGRAPHY,76.83,77.12,76.79,95.71,83.75,86.95
999,BS GEODETIC ENGINEERING,COE,1,FILIPINO-TURKISH TOLERANCE HIGH SCHOOL,84.91,94.82,89.19,70.61,63.1,88.22
1000,BS GEODETIC ENGINEERING,COE,1,ZAMBOANGA CHONG HUA HIGH SCHOOL,94.81,82.26,94.84,99.83,95.65,98.43
1001,BS GEODETIC ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,95.51,94.82,72.66,89.31,87.72,94.48
1002,BS GEODETIC ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,97.39,94.82,93.41,97.62,91.68,98.05
1003,BS FOOD TECHNOLOGY,College of Agriculture,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,78.85,82.26,51.68,70.61,91.68,81.43
1004,BS FOOD TECHNOLOGY,College of Agriculture,1,UNIVERSIDAD DE ZAMBOANGA,76.83,66.85,51.68,18.16,33.69,63.6
1005,BS FOOD TECHNOLOGY,College of Agriculture,1,CALDWELL ADVENTIST ACADEMY,49.95,66.85,80.93,53.82,33.69,61.37
